domain,term,p_pos,p_neg,class
games,bom,0.973090849242923,0.026909150757077,positive
games,excelente,0.9893117408906884,0.0106882591093117,positive
games,ótimo,0.9870997824059684,0.0129002175940317,positive
games,boa,0.9472361809045228,0.0527638190954773,positive
games,confortável,0.9538514920194308,0.046148507980569,positive
games,perfeito,0.9908430691506156,0.0091569308493842,positive
games,melhor,0.9521460286137148,0.0478539713862851,positive
games,rápido,0.9686307757524376,0.0313692242475625,positive
games,rápida,0.9844509232264336,0.0155490767735665,positive
games,ótima,0.986449864498645,0.013550135501355,positive
games,bonito,0.948785292186474,0.0512147078135259,positive
games,incrível,0.9866785079928952,0.0133214920071047,positive
games,embalado,0.992656875834446,0.007343124165554,positive
games,original,0.9328358208955224,0.0671641791044776,positive
games,top,0.9936265137029956,0.0063734862970044,positive
games,melhores,0.9653679653679652,0.0346320346320346,positive
games,grande,0.9159120310478654,0.0840879689521345,positive
games,certo,0.945945945945946,0.054054054054054,positive
games,maravilhoso,0.9955423476968795,0.0044576523031203,positive
games,satisfeito,0.9688385269121812,0.0311614730878186,positive
games,sensacional,0.99302649930265,0.00697350069735,positive
games,certinho,0.97708674304419,0.0229132569558101,positive
games,otimo,0.9957924263674616,0.0042075736325385,positive
games,mesmo,0.7758229284903518,0.2241770715096481,positive
games,leve,0.9573257467994308,0.0426742532005689,positive
games,ruim,0.4572025052192067,0.5427974947807933,negative
games,único,0.9688109161793372,0.0311890838206627,positive
games,fácil,0.9559386973180076,0.0440613026819923,positive
games,legal,0.9241803278688524,0.0758196721311475,positive
games,alto,0.9065255731922398,0.0934744268077601,positive
games,preciso,0.9285714285714286,0.0714285714285714,positive
games,resistente,0.9830508474576272,0.0169491525423728,positive
games,primeiro,0.8441814595660749,0.155818540433925,positive
games,baixo,0.7137931034482758,0.2862068965517241,positive
games,barato,0.8132118451025057,0.1867881548974943,positive
games,lindo,0.9837618403247632,0.0162381596752368,positive
games,divertido,0.990498812351544,0.009501187648456,positive
games,simples,0.8362156663275687,0.1637843336724313,positive
games,frágil,0.6121794871794872,0.3878205128205128,positive
games,perfeitas,0.9826589595375722,0.0173410404624277,positive
games,novo,0.859073359073359,0.1409266409266409,positive
games,única,0.9333333333333332,0.0666666666666666,positive
games,maior,0.8735891647855529,0.1264108352144469,positive
games,caro,0.7481296758104738,0.2518703241895262,positive
games,bons,0.9306930693069309,0.0693069306930693,positive
games,impecável,0.9932432432432432,0.0067567567567567,positive
games,perfeita,0.978191489361702,0.0218085106382978,positive
games,sonora,0.967741935483871,0.032258064516129,positive
games,diferente,0.8194070080862533,0.1805929919137466,positive
